_id,buyerId,platform,orderDate,deliveryDate,grossAmount,platformDiscount,netSales
699a17f60f2b000b285a3cd6,699a17f60f2b000b285a3c87,SHOPEE,2025-07-28,2025-08-02,1297.0,0.0,1297.0
699a17f60f2b000b285a3cbc,699a17f60f2b000b285a3c78,SHOPEE,2025-07-29,2025-07-31,1197.0,0.0,1197.0
699a17f60f2b000b285a3cbf,699a17f60f2b000b285a3c5c,LAZADA,2025-07-29,2025-07-31,2095.0,0.0,2095.0
699a17f60f2b000b285a3ccc,699a17f60f2b000b285a3c4c,SHOPEE,2025-07-29,2025-08-05,998.0,143.95,854.05
699a17f60f2b000b285a3ccf,699a17f60f2b000b285a3c5e,LAZADA,2025-07-29,2025-07-31,998.0,59.78,938.22
699a17f60f2b000b285a3cd1,699a17f60f2b000b285a3c7b,SHOPEE,2025-07-29,2025-08-04,1347.0,0.0,1347.0
699a17f60f2b000b285a3cb2,699a17f60f2b000b285a3c80,LAZADA,2025-07-31,2025-08-07,449.0,0.0,449.0
699a17f60f2b000b285a3cde,699a17f60f2b000b285a3c5b,SHOPEE,2025-07-31,2025-08-05,399.0,0.0,399.0
699a17f60f2b000b285a3d00,699a17f60f2b000b285a3c68,SHOPEE,2025-08-02,2025-08-05,399.0,0.0,399.0
699a17f60f2b000b285a3d08,699a17f60f2b000b285a3c79,SHOPEE,2025-08-03,2025-08-09,948.0,105.15,842.85
699a17f60f2b000b285a3d10,699a17f60f2b000b285a3c50,LAZADA,2025-08-03,2025-08-06,1197.0,0.0,1197.0
699a17f60f2b000b285a3cf3,699a17f60f2b000b285a3c7c,LAZADA,2025-08-04,2025-08-09,2544.0,0.0,2544.0
699a17f60f2b000b285a3cfb,699a17f60f2b000b285a3c59,SHOPEE,2025-08-04,2025-08-11,898.0,0.0,898.0
699a17f60f2b000b285a3cfd,699a17f60f2b000b285a3c48,SHOPEE,2025-08-05,2025-08-09,1197.0,0.0,1197.0
699a17f60f2b000b285a3d1d,699a17f60f2b000b285a3c72,SHOPEE,2025-08-06,2025-08-09,1646.0,175.38,1470.62
699a17f60f2b000b285a3cf9,699a17f60f2b000b285a3c71,LAZADA,2025-08-08,2025-08-12,998.0,0.0,998.0
699a17f60f2b000b285a3d03,699a17f60f2b000b285a3c56,LAZADA,2025-08-08,2025-08-11,1347.0,0.0,1347.0
699a17f60f2b000b285a3d15,699a17f60f2b000b285a3c76,SHOPEE,2025-08-08,2025-08-14,1347.0,0.0,1347.0
699a17f60f2b000b285a3cf4,699a17f60f2b000b285a3c86,LAZADA,2025-08-09,2025-08-15,2694.0,356.16,2337.84
699a17f60f2b000b285a3d13,699a17f60f2b000b285a3c68,SHOPEE,2025-08-09,2025-08-11,1397.0,0.0,1397.0
699a17f60f2b000b285a3d04,699a17f60f2b000b285a3c66,SHOPEE,2025-08-10,2025-08-12,1746.0,0.0,1746.0
699a17f60f2b000b285a3d1c,699a17f60f2b000b285a3c54,SHOPEE,2025-08-10,2025-08-14,1347.0,0.0,1347.0
699a17f60f2b000b285a3cf7,699a17f60f2b000b285a3c65,LAZADA,2025-08-11,2025-08-15,499.0,58.09,440.91
699a17f60f2b000b285a3d0b,699a17f60f2b000b285a3c56,SHOPEE,2025-08-11,2025-08-18,898.0,0.0,898.0
699a17f60f2b000b285a3d14,699a17f60f2b000b285a3c87,LAZADA,2025-08-12,2025-08-16,449.0,0.0,449.0
699a17f60f2b000b285a3cf6,699a17f60f2b000b285a3c6b,SHOPEE,2025-08-13,2025-08-17,798.0,0.0,798.0
699a17f60f2b000b285a3d0c,699a17f60f2b000b285a3c4d,SHOPEE,2025-08-13,2025-08-19,449.0,0.0,449.0
699a17f60f2b000b285a3d0d,699a17f60f2b000b285a3c42,LAZADA,2025-08-13,2025-08-19,1447.0,106.23,1340.77
699a17f60f2b000b285a3d12,699a17f60f2b000b285a3c83,LAZADA,2025-08-13,2025-08-16,1596.0,198.74,1397.26
699a17f60f2b000b285a3d16,699a17f60f2b000b285a3c55,LAZADA,2025-08-13,2025-08-18,399.0,0.0,399.0
699a17f60f2b000b285a3d19,699a17f60f2b000b285a3c6c,SHOPEE,2025-08-13,2025-08-20,2345.0,0.0,2345.0
699a17f60f2b000b285a3d01,699a17f60f2b000b285a3c5e,LAZADA,2025-08-14,2025-08-20,1796.0,0.0,1796.0
699a17f60f2b000b285a3d02,699a17f60f2b000b285a3c49,LAZADA,2025-08-14,2025-08-18,1596.0,63.43,1532.57
699a17f60f2b000b285a3d18,699a17f60f2b000b285a3c4b,LAZADA,2025-08-14,2025-08-21,898.0,0.0,898.0
699a17f60f2b000b285a3d0f,699a17f60f2b000b285a3c45,SHOPEE,2025-08-15,2025-08-22,2594.0,0.0,2594.0
699a17f60f2b000b285a3d1e,699a17f60f2b000b285a3c7d,LAZADA,2025-08-15,2025-08-19,2993.0,435.31,2557.69
699a17f60f2b000b285a3cf8,699a17f60f2b000b285a3c7e,LAZADA,2025-08-16,2025-08-22,898.0,70.52,827.48
699a17f60f2b000b285a3cfe,699a17f60f2b000b285a3c66,LAZADA,2025-08-16,2025-08-18,898.0,32.48,865.52
699a17f60f2b000b285a3d11,699a17f60f2b000b285a3c64,SHOPEE,2025-08-16,2025-08-23,898.0,86.34,811.66
699a17f60f2b000b285a3d07,699a17f60f2b000b285a3c7d,SHOPEE,2025-08-19,2025-08-23,2694.0,0.0,2694.0
699a17f60f2b000b285a3d17,699a17f60f2b000b285a3c7a,LAZADA,2025-08-19,2025-08-23,449.0,0.0,449.0
699a17f60f2b000b285a3d1f,699a17f60f2b000b285a3c68,SHOPEE,2025-08-23,2025-08-27,898.0,68.04,829.96
699a17f60f2b000b285a3cfa,699a17f60f2b000b285a3c7c,SHOPEE,2025-08-24,2025-08-30,449.0,23.85,425.15
699a17f60f2b000b285a3cfc,699a17f60f2b000b285a3c4e,LAZADA,2025-08-25,2025-08-31,1297.0,149.11,1147.89
699a17f60f2b000b285a3d0e,699a17f60f2b000b285a3c48,LAZADA,2025-08-25,2025-08-30,499.0,0.0,499.0
699a17f60f2b000b285a3d1a,699a17f60f2b000b285a3c46,LAZADA,2025-08-25,2025-08-30,1746.0,257.36,1488.64
699a17f60f2b000b285a3d1b,699a17f60f2b000b285a3c4e,LAZADA,2025-08-25,2025-09-01,449.0,56.37,392.63
699a17f60f2b000b285a3d05,699a17f60f2b000b285a3c5b,LAZADA,2025-08-26,2025-09-02,499.0,0.0,499.0
699a17f60f2b000b285a3cf5,699a17f60f2b000b285a3c7b,SHOPEE,2025-08-27,2025-08-29,1347.0,0.0,1347.0
699a17f60f2b000b285a3d09,699a17f60f2b000b285a3c44,LAZADA,2025-08-28,2025-09-03,2644.0,0.0,2644.0
699a17f60f2b000b285a3d06,699a17f60f2b000b285a3c4b,LAZADA,2025-08-30,2025-09-03,1347.0,0.0,1347.0
699a17f60f2b000b285a3d0a,699a17f60f2b000b285a3c79,SHOPEE,2025-08-30,2025-09-03,1696.0,0.0,1696.0
699a17f60f2b000b285a3cff,699a17f60f2b000b285a3c4a,SHOPEE,2025-08-31,2025-09-05,1197.0,0.0,1197.0
699a17f60f2b000b285a3d4f,699a17f60f2b000b285a3c5d,LAZADA,2025-09-01,2025-09-03,898.0,60.52,837.48
699a17f60f2b000b285a3d35,699a17f60f2b000b285a3c52,SHOPEE,2025-09-02,2025-09-08,898.0,0.0,898.0
699a17f60f2b000b285a3d45,699a17f60f2b000b285a3c78,LAZADA,2025-09-02,2025-09-07,898.0,42.92,855.08
699a17f60f2b000b285a3d53,699a17f60f2b000b285a3c5d,SHOPEE,2025-09-02,2025-09-04,1347.0,161.16,1185.84
699a17f60f2b000b285a3d5c,699a17f60f2b000b285a3c66,SHOPEE,2025-09-02,2025-09-04,1197.0,0.0,1197.0
699a17f60f2b000b285a3d5f,699a17f60f2b000b285a3c7a,LAZADA,2025-09-02,2025-09-05,499.0,69.94,429.06
699a17f60f2b000b285a3d3f,699a17f60f2b000b285a3c5d,SHOPEE,2025-09-04,2025-09-09,1297.0,58.51,1238.49
699a17f60f2b000b285a3d58,699a17f60f2b000b285a3c6e,SHOPEE,2025-09-04,2025-09-10,399.0,24.23,374.77
699a17f60f2b000b285a3d3b,699a17f60f2b000b285a3c68,LAZADA,2025-09-05,2025-09-07,2494.0,0.0,2494.0
699a17f60f2b000b285a3d46,699a17f60f2b000b285a3c6b,LAZADA,2025-09-05,2025-09-09,1497.0,135.73,1361.27
699a17f60f2b000b285a3d36,699a17f60f2b000b285a3c87,SHOPEE,2025-09-06,2025-09-09,2345.0,0.0,2345.0
699a17f60f2b000b285a3d54,699a17f60f2b000b285a3c5f,SHOPEE,2025-09-06,2025-09-09,449.0,53.45,395.55
699a17f60f2b000b285a3d59,699a17f60f2b000b285a3c4b,SHOPEE,2025-09-06,2025-09-12,898.0,0.0,898.0
699a17f60f2b000b285a3d4c,699a17f60f2b000b285a3c5e,LAZADA,2025-09-07,2025-09-10,1397.0,0.0,1397.0
699a17f60f2b000b285a3d3e,699a17f60f2b000b285a3c71,SHOPEE,2025-09-08,2025-09-12,449.0,23.7,425.3
699a17f60f2b000b285a3d37,699a17f60f2b000b285a3c67,LAZADA,2025-09-09,2025-09-14,1297.0,189.34,1107.66
699a17f60f2b000b285a3d51,699a17f60f2b000b285a3c80,LAZADA,2025-09-09,2025-09-14,1796.0,146.53,1649.47
699a17f60f2b000b285a3d4e,699a17f60f2b000b285a3c59,SHOPEE,2025-09-10,2025-09-14,948.0,0.0,948.0
699a17f60f2b000b285a3d52,699a17f60f2b000b285a3c80,LAZADA,2025-09-10,2025-09-17,449.0,66.51,382.49
699a17f60f2b000b285a3d50,699a17f60f2b000b285a3c48,LAZADA,2025-09-11,2025-09-17,499.0,0.0,499.0
699a17f60f2b000b285a3d4b,699a17f60f2b000b285a3c78,LAZADA,2025-09-12,2025-09-19,2095.0,208.14,1886.86
699a17f60f2b000b285a3d5d,699a17f60f2b000b285a3c47,LAZADA,2025-09-13,2025-09-18,1497.0,153.59,1343.41
699a17f60f2b000b285a3d60,699a17f60f2b000b285a3c48,LAZADA,2025-09-13,2025-09-18,1297.0,0.0,1297.0
699a17f60f2b000b285a3d61,699a17f60f2b000b285a3c55,SHOPEE,2025-09-13,2025-09-17,1497.0,107.75,1389.25
699a17f60f2b000b285a3d47,699a17f60f2b000b285a3c50,LAZADA,2025-09-14,2025-09-16,1796.0,0.0,1796.0
699a17f60f2b000b285a3d48,699a17f60f2b000b285a3c75,LAZADA,2025-09-14,2025-09-18,798.0,0.0,798.0
699a17f60f2b000b285a3d55,699a17f60f2b000b285a3c4b,SHOPEE,2025-09-14,2025-09-16,2395.0,0.0,2395.0
699a17f60f2b000b285a3d56,699a17f60f2b000b285a3c44,SHOPEE,2025-09-14,2025-09-18,1746.0,175.76,1570.24
699a17f60f2b000b285a3d39,699a17f60f2b000b285a3c63,LAZADA,2025-09-15,2025-09-19,449.0,0.0,449.0
699a17f60f2b000b285a3d44,699a17f60f2b000b285a3c47,SHOPEE,2025-09-15,2025-09-21,2345.0,0.0,2345.0
699a17f60f2b000b285a3d3a,699a17f60f2b000b285a3c6b,LAZADA,2025-09-16,2025-09-18,3342.0,0.0,3342.0
699a17f60f2b000b285a3d43,699a17f60f2b000b285a3c7e,LAZADA,2025-09-17,2025-09-19,1347.0,0.0,1347.0
699a17f60f2b000b285a3d57,699a17f60f2b000b285a3c69,SHOPEE,2025-09-17,2025-09-19,848.0,0.0,848.0
699a17f60f2b000b285a3d5e,699a17f60f2b000b285a3c7b,LAZADA,2025-09-17,2025-09-20,1347.0,144.85,1202.15
699a17f60f2b000b285a3d40,699a17f60f2b000b285a3c5c,SHOPEE,2025-09-19,2025-09-22,798.0,0.0,798.0
699a17f60f2b000b285a3d4d,699a17f60f2b000b285a3c45,LAZADA,2025-09-19,2025-09-22,1247.0,0.0,1247.0
699a17f60f2b000b285a3d34,699a17f60f2b000b285a3c5a,SHOPEE,2025-09-20,2025-09-24,2394.0,298.37,2095.63
699a17f60f2b000b285a3d5b,699a17f60f2b000b285a3c49,LAZADA,2025-09-21,2025-09-25,798.0,0.0,798.0
699a17f60f2b000b285a3d62,699a17f60f2b000b285a3c52,LAZADA,2025-09-21,2025-09-28,798.0,0.0,798.0
699a17f60f2b000b285a3d3c,699a17f60f2b000b285a3c87,LAZADA,2025-09-22,2025-09-29,798.0,0.0,798.0
699a17f60f2b000b285a3d49,699a17f60f2b000b285a3c55,SHOPEE,2025-09-22,2025-09-26,848.0,35.27,812.73
699a17f60f2b000b285a3d4a,699a17f60f2b000b285a3c49,LAZADA,2025-09-24,2025-09-28,1497.0,66.87,1430.13
699a17f60f2b000b285a3d5a,699a17f60f2b000b285a3c6b,SHOPEE,2025-09-25,2025-10-01,1297.0,0.0,1297.0
699a17f60f2b000b285a3d41,699a17f60f2b000b285a3c54,SHOPEE,2025-09-26,2025-10-02,2245.0,163.86,2081.14
699a17f60f2b000b285a3d42,699a17f60f2b000b285a3c44,LAZADA,2025-09-26,2025-09-29,399.0,0.0,399.0
699a17f60f2b000b285a3d3d,699a17f60f2b000b285a3c65,LAZADA,2025-09-27,2025-10-02,449.0,0.0,449.0
699a17f60f2b000b285a3d38,699a17f60f2b000b285a3c74,LAZADA,2025-09-28,2025-10-05,2245.0,0.0,2245.0
699a17f60f2b000b285a3d81,699a17f60f2b000b285a3c55,SHOPEE,2025-10-01,2025-10-05,1497.0,0.0,1497.0
699a17f60f2b000b285a3d86,699a17f60f2b000b285a3c71,SHOPEE,2025-10-02,2025-10-09,798.0,0.0,798.0
699a17f60f2b000b285a3d94,699a17f60f2b000b285a3c7a,SHOPEE,2025-10-03,2025-10-08,3492.0,0.0,3492.0
699a17f60f2b000b285a3d97,699a17f60f2b000b285a3c7f,SHOPEE,2025-10-03,2025-10-05,1347.0,197.59,1149.41
699a17f60f2b000b285a3d9c,699a17f60f2b000b285a3c6d,LAZADA,2025-10-05,2025-10-08,898.0,96.06,801.94
699a17f60f2b000b285a3d85,699a17f60f2b000b285a3c85,LAZADA,2025-10-06,2025-10-13,4191.0,564.95,3626.05
699a17f60f2b000b285a3d8a,699a17f60f2b000b285a3c48,SHOPEE,2025-10-07,2025-10-11,1347.0,0.0,1347.0
699a17f60f2b000b285a3d84,699a17f60f2b000b285a3c78,SHOPEE,2025-10-08,2025-10-15,449.0,0.0,449.0
699a17f60f2b000b285a3d96,699a17f60f2b000b285a3c71,SHOPEE,2025-10-08,2025-10-13,499.0,0.0,499.0
699a17f60f2b000b285a3d9a,699a17f60f2b000b285a3c84,LAZADA,2025-10-08,2025-10-12,1746.0,0.0,1746.0
699a17f60f2b000b285a3da4,699a17f60f2b000b285a3c48,LAZADA,2025-10-08,2025-10-11,1347.0,0.0,1347.0
699a17f60f2b000b285a3d9b,699a17f60f2b000b285a3c86,LAZADA,2025-10-09,2025-10-12,1197.0,0.0,1197.0
699a17f60f2b000b285a3d7c,699a17f60f2b000b285a3c77,SHOPEE,2025-10-10,2025-10-15,2494.0,0.0,2494.0
699a17f60f2b000b285a3d8d,699a17f60f2b000b285a3c67,SHOPEE,2025-10-11,2025-10-13,1497.0,0.0,1497.0
699a17f60f2b000b285a3d92,699a17f60f2b000b285a3c50,SHOPEE,2025-10-11,2025-10-18,798.0,0.0,798.0
699a17f60f2b000b285a3da8,699a17f60f2b000b285a3c54,LAZADA,2025-10-11,2025-10-17,998.0,0.0,998.0
699a17f60f2b000b285a3d87,699a17f60f2b000b285a3c4f,LAZADA,2025-10-12,2025-10-15,1247.0,0.0,1247.0
699a17f60f2b000b285a3d8c,699a17f60f2b000b285a3c4c,SHOPEE,2025-10-12,2025-10-18,1646.0,0.0,1646.0
699a17f60f2b000b285a3da0,699a17f60f2b000b285a3c71,SHOPEE,2025-10-12,2025-10-17,798.0,35.67,762.33
699a17f60f2b000b285a3da6,699a17f60f2b000b285a3c75,SHOPEE,2025-10-12,2025-10-17,499.0,32.25,466.75
699a17f60f2b000b285a3d7f,699a17f60f2b000b285a3c45,SHOPEE,2025-10-13,2025-10-15,1197.0,0.0,1197.0
699a17f60f2b000b285a3d8b,699a17f60f2b000b285a3c73,SHOPEE,2025-10-13,2025-10-20,798.0,0.0,798.0
699a17f60f2b000b285a3da7,699a17f60f2b000b285a3c65,SHOPEE,2025-10-13,2025-10-19,898.0,112.6,785.4
699a17f60f2b000b285a3d7a,699a17f60f2b000b285a3c7b,SHOPEE,2025-10-15,2025-10-21,798.0,0.0,798.0
699a17f60f2b000b285a3d83,699a17f60f2b000b285a3c81,SHOPEE,2025-10-15,2025-10-17,1197.0,0.0,1197.0
699a17f60f2b000b285a3da1,699a17f60f2b000b285a3c48,SHOPEE,2025-10-15,2025-10-18,1347.0,0.0,1347.0
699a17f60f2b000b285a3da3,699a17f60f2b000b285a3c81,LAZADA,2025-10-15,2025-10-20,1347.0,0.0,1347.0
699a17f60f2b000b285a3d9e,699a17f60f2b000b285a3c75,LAZADA,2025-10-16,2025-10-19,1197.0,99.05,1097.95
699a17f60f2b000b285a3d9f,699a17f60f2b000b285a3c54,SHOPEE,2025-10-16,2025-10-21,1347.0,0.0,1347.0
699a17f60f2b000b285a3d7e,699a17f60f2b000b285a3c4d,LAZADA,2025-10-17,2025-10-20,1746.0,130.73,1615.27
699a17f60f2b000b285a3d78,699a17f60f2b000b285a3c46,LAZADA,2025-10-18,2025-10-25,2295.0,118.65,2176.35
699a17f60f2b000b285a3d7d,699a17f60f2b000b285a3c84,LAZADA,2025-10-18,2025-10-20,1247.0,0.0,1247.0
699a17f60f2b000b285a3d9d,699a17f60f2b000b285a3c77,LAZADA,2025-10-19,2025-10-23,2544.0,368.37,2175.63
699a17f60f2b000b285a3d91,699a17f60f2b000b285a3c71,LAZADA,2025-10-20,2025-10-23,1197.0,88.62,1108.38
699a17f60f2b000b285a3d98,699a17f60f2b000b285a3c84,SHOPEE,2025-10-21,2025-10-23,1497.0,0.0,1497.0
699a17f60f2b000b285a3da5,699a17f60f2b000b285a3c86,SHOPEE,2025-10-21,2025-10-28,798.0,49.27,748.73
699a17f60f2b000b285a3d79,699a17f60f2b000b285a3c57,LAZADA,2025-10-23,2025-10-29,2145.0,0.0,2145.0
699a17f60f2b000b285a3d8e,699a17f60f2b000b285a3c47,SHOPEE,2025-10-23,2025-10-28,2245.0,0.0,2245.0
699a17f60f2b000b285a3d82,699a17f60f2b000b285a3c51,SHOPEE,2025-10-25,2025-10-29,1347.0,0.0,1347.0
699a17f60f2b000b285a3d99,699a17f60f2b000b285a3c49,SHOPEE,2025-10-25,2025-10-28,1397.0,198.61,1198.39
699a17f60f2b000b285a3d7b,699a17f60f2b000b285a3c5a,LAZADA,2025-10-26,2025-10-31,998.0,0.0,998.0
699a17f60f2b000b285a3d80,699a17f60f2b000b285a3c66,SHOPEE,2025-10-26,2025-10-29,2594.0,0.0,2594.0
699a17f60f2b000b285a3d89,699a17f60f2b000b285a3c6a,LAZADA,2025-10-26,2025-10-29,2395.0,0.0,2395.0
699a17f60f2b000b285a3d90,699a17f60f2b000b285a3c4a,SHOPEE,2025-10-26,2025-10-31,898.0,88.07,809.93
699a17f60f2b000b285a3d88,699a17f60f2b000b285a3c7d,SHOPEE,2025-10-27,2025-11-03,2444.0,132.44,2311.56
699a17f60f2b000b285a3d95,699a17f60f2b000b285a3c58,LAZADA,2025-10-28,2025-10-31,898.0,0.0,898.0
699a17f60f2b000b285a3d93,699a17f60f2b000b285a3c63,SHOPEE,2025-10-30,2025-11-05,2095.0,96.97,1998.03
699a17f60f2b000b285a3d77,699a17f60f2b000b285a3c53,SHOPEE,2025-10-31,2025-11-05,449.0,0.0,449.0
699a17f60f2b000b285a3d8f,699a17f60f2b000b285a3c75,SHOPEE,2025-10-31,2025-11-02,399.0,41.06,357.94
699a17f60f2b000b285a3da2,699a17f60f2b000b285a3c6a,LAZADA,2025-10-31,2025-11-03,798.0,0.0,798.0
699a17f60f2b000b285a3dbe,699a17f60f2b000b285a3c50,SHOPEE,2025-11-01,2025-11-05,3193.0,0.0,3193.0
699a17f60f2b000b285a3df2,699a17f60f2b000b285a3c86,LAZADA,2025-11-01,2025-11-07,1347.0,0.0,1347.0
699a17f60f2b000b285a3dca,699a17f60f2b000b285a3c7e,SHOPEE,2025-11-02,2025-11-04,399.0,0.0,399.0
699a17f60f2b000b285a3dd9,699a17f60f2b000b285a3c69,SHOPEE,2025-11-02,2025-11-08,1796.0,69.62,1726.38
699a17f60f2b000b285a3dd8,699a17f60f2b000b285a3c49,SHOPEE,2025-11-03,2025-11-09,998.0,0.0,998.0
699a17f60f2b000b285a3dce,699a17f60f2b000b285a3c87,SHOPEE,2025-11-04,2025-11-08,1197.0,0.0,1197.0
699a17f60f2b000b285a3dc1,699a17f60f2b000b285a3c76,LAZADA,2025-11-05,2025-11-10,998.0,0.0,998.0
699a17f60f2b000b285a3dd4,699a17f60f2b000b285a3c71,LAZADA,2025-11-05,2025-11-10,998.0,0.0,998.0
699a17f60f2b000b285a3df0,699a17f60f2b000b285a3c55,SHOPEE,2025-11-05,2025-11-12,998.0,103.93,894.07
699a17f60f2b000b285a3dd1,699a17f60f2b000b285a3c61,SHOPEE,2025-11-06,2025-11-09,449.0,0.0,449.0
699a17f60f2b000b285a3dd7,699a17f60f2b000b285a3c7a,LAZADA,2025-11-06,2025-11-10,1197.0,0.0,1197.0
699a17f60f2b000b285a3def,699a17f60f2b000b285a3c49,LAZADA,2025-11-06,2025-11-12,1197.0,36.83,1160.17
699a17f60f2b000b285a3dcf,699a17f60f2b000b285a3c7c,SHOPEE,2025-11-07,2025-11-09,1995.0,0.0,1995.0
699a17f60f2b000b285a3df3,699a17f60f2b000b285a3c62,LAZADA,2025-11-08,2025-11-11,1347.0,0.0,1347.0
699a17f60f2b000b285a3df7,699a17f60f2b000b285a3c7e,LAZADA,2025-11-08,2025-11-11,1197.0,0.0,1197.0
699a17f60f2b000b285a3dd2,699a17f60f2b000b285a3c43,SHOPEE,2025-11-09,2025-11-13,1347.0,148.35,1198.65
699a17f60f2b000b285a3dc5,699a17f60f2b000b285a3c80,LAZADA,2025-11-10,2025-11-14,1347.0,0.0,1347.0
699a17f60f2b000b285a3de9,699a17f60f2b000b285a3c5a,SHOPEE,2025-11-10,2025-11-12,3741.0,523.05,3217.95
699a17f60f2b000b285a3ded,699a17f60f2b000b285a3c5f,SHOPEE,2025-11-10,2025-11-13,798.0,0.0,798.0
699a17f60f2b000b285a3dfa,699a17f60f2b000b285a3c53,LAZADA,2025-11-11,2025-11-16,2195.0,180.98,2014.02
